att_id,candidate_cwe,score,rationale,feature_scores
T1608.002,CWE-114,0.1319,,"{""title_sim"": 0.3846153846153846, ""desc_sim"": 0.03739258784868445, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02654867256637168}"
T1547.005,CWE-1318,0.3490,"boost_common_term:support,security;boost_subtech_title_match","{""title_sim"": 0.7804878048780488, ""desc_sim"": 0.08117624867962132, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05263157894736842}"
T1547.005,CWE-1292,0.2330,boost_common_term:security,"{""title_sim"": 0.5507246376811594, ""desc_sim"": 0.04317896706990749, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.024096385542168676}"
T1547.005,CWE-1290,0.2288,boost_common_term:security,"{""title_sim"": 0.5373134328358209, ""desc_sim"": 0.042733867225691204, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.023809523809523808}"
T1036.011,CWE-214,0.2521,"boost_common_term:process,arguments","{""title_sim"": 0.411764705882353, ""desc_sim"": 0.23272520480749193, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.043859649122807015}"
T1036.011,CWE-685,0.2448,boost_common_term:arguments,"{""title_sim"": 0.5, ""desc_sim"": 0.1325128051857719, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.025}"
T1036.011,CWE-683,0.2407,boost_common_term:arguments,"{""title_sim"": 0.5, ""desc_sim"": 0.11838837993567071, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02608695652173913}"
T1004,CWE-67,0.1490,,"{""title_sim"": 0.43333333333333335, ""desc_sim"": 0.03920056835012474, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03636363636363636}"
T1004,CWE-430,0.1462,,"{""title_sim"": 0.4782608695652174, ""desc_sim"": 0.00904283155046693, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1004,CWE-431,0.1420,,"{""title_sim"": 0.4705882352941177, ""desc_sim"": 0.002745253040022506, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1009,CWE-912,0.1679,,"{""title_sim"": 0.4705882352941177, ""desc_sim"": 0.06948466972798688, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.029411764705882353}"
T1009,CWE-468,0.1605,,"{""title_sim"": 0.4102564102564103, ""desc_sim"": 0.10479202288715492, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03}"
T1009,CWE-501,0.1555,,"{""title_sim"": 0.4736842105263158, ""desc_sim"": 0.03762364530990179, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.010309278350515464}"
T1550,CWE-288,0.3693,"boost_common_term:alternate,authentication","{""title_sim"": 0.7868852459016393, ""desc_sim"": 0.250679773733366, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04}"
T1550,CWE-1390,0.3588,boost_common_term:authentication,"{""title_sim"": 0.8484848484848484, ""desc_sim"": 0.16201130821015683, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02830188679245283}"
T1550,CWE-289,0.3391,boost_common_term:authentication,"{""title_sim"": 0.7868852459016393, ""desc_sim"": 0.15854916552665493, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.027522935779816515}"
T1076,CWE-1088,0.2134,boost_common_term:remote,"{""title_sim"": 0.4210526315789474, ""desc_sim"": 0.10370503074158209, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02962962962962963}"
T1076,CWE-301,0.1789,,"{""title_sim"": 0.5161290322580645, ""desc_sim"": 0.06112643723822545, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02877697841726619}"
T1076,CWE-188,0.1719,boost_common_term:protocol,"{""title_sim"": 0.37735849056603776, ""desc_sim"": 0.02430944288689087, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.006993006993006993}"
T1597.001,CWE-1297,0.2016,,"{""title_sim"": 0.5185185185185186, ""desc_sim"": 0.14714535821245153, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.009523809523809525}"
T1597.001,CWE-190,0.1608,,"{""title_sim"": 0.48, ""desc_sim"": 0.02810503025959793, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04201680672268908}"
T1597.001,CWE-428,0.1589,,"{""title_sim"": 0.43137254901960786, ""desc_sim"": 0.052391817899799756, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.06862745098039216}"
T1011,CWE-1051,0.2157,boost_common_term:network,"{""title_sim"": 0.4615384615384615, ""desc_sim"": 0.0670989145113226, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03571428571428571}"
T1011,CWE-406,0.2127,boost_common_term:network,"{""title_sim"": 0.4074074074074074, ""desc_sim"": 0.09266162780230355, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.06349206349206349}"
T1011,CWE-1420,0.2091,boost_common_term:over,"{""title_sim"": 0.3673469387755102, ""desc_sim"": 0.11765866540382534, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.06779661016949153}"
T1602.002,CWE-1051,0.3569,boost_common_term:network;boost_subtech_title_match,"{""title_sim"": 0.7777777777777777, ""desc_sim"": 0.1214895530296948, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03571428571428571}"
T1602.002,CWE-260,0.3110,boost_common_term:configuration;boost_subtech_title_match,"{""title_sim"": 0.6349206349206349, ""desc_sim"": 0.1038437595705073, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.047058823529411764}"
T1602.002,CWE-1304,0.2724,boost_common_term:configuration,"{""title_sim"": 0.5652173913043478, ""desc_sim"": 0.15454913852301794, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03225806451612903}"
T1589,CWE-541,0.2523,boost_common_term:information,"{""title_sim"": 0.5287356321839081, ""desc_sim"": 0.10854905295271362, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05555555555555555}"
T1589,CWE-531,0.2503,boost_common_term:information,"{""title_sim"": 0.5432098765432098, ""desc_sim"": 0.08646644236250212, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05714285714285714}"
T1589,CWE-201,0.2496,boost_common_term:information,"{""title_sim"": 0.5783132530120482, ""desc_sim"": 0.061319408922902545, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03875968992248062}"
T1131,CWE-1390,0.3463,boost_common_term:authentication,"{""title_sim"": 0.8484848484848484, ""desc_sim"": 0.11765216675319738, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03225806451612903}"
T1131,CWE-305,0.3461,boost_common_term:authentication,"{""title_sim"": 0.7777777777777777, ""desc_sim"": 0.17410545169085015, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05263157894736842}"
T1131,CWE-301,0.3355,boost_common_term:authentication,"{""title_sim"": 0.7777777777777777, ""desc_sim"": 0.12716804071252763, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.07017543859649122}"
T1181,CWE-590,0.2505,boost_common_term:memory,"{""title_sim"": 0.5084745762711864, ""desc_sim"": 0.13075601306673534, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.043478260869565216}"
T1181,CWE-591,0.2392,boost_common_term:memory,"{""title_sim"": 0.4810126582278481, ""desc_sim"": 0.11804313820893611, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.047337278106508875}"
T1181,CWE-788,0.2373,boost_common_term:memory,"{""title_sim"": 0.5070422535211268, ""desc_sim"": 0.100524975382918, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.025}"
T1562.004,CWE-1312,0.2257,boost_common_term:firewall,"{""title_sim"": 0.4444444444444444, ""desc_sim"": 0.13062483042286496, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.016}"
T1562.004,CWE-341,0.2218,boost_common_term:system,"{""title_sim"": 0.48484848484848486, ""desc_sim"": 0.06051213381132185, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.040983606557377046}"
T1562.004,CWE-15,0.2213,boost_common_term:system,"{""title_sim"": 0.4761904761904762, ""desc_sim"": 0.07770593112660498, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02564102564102564}"
T1560,CWE-495,0.2189,boost_common_term:data,"{""title_sim"": 0.45945945945945943, ""desc_sim"": 0.08310348182566028, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03076923076923077}"
T1560,CWE-1083,0.2162,boost_common_term:data,"{""title_sim"": 0.4383561643835616, ""desc_sim"": 0.08610919412694056, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04411764705882353}"
T1560,CWE-349,0.2056,boost_common_term:data,"{""title_sim"": 0.3783783783783784, ""desc_sim"": 0.11848080793675052, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03278688524590164}"
T1152,CWE-252,0.1289,,"{""title_sim"": 0.3870967741935484, ""desc_sim"": 0.02389961059501858, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.027777777777777776}"
T1152,CWE-682,0.1244,,"{""title_sim"": 0.4, ""desc_sim"": 0.014714601460368518, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1152,CWE-912,0.1226,,"{""title_sim"": 0.3448275862068965, ""desc_sim"": 0.0455196206652146, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0273972602739726}"
T1553.003,CWE-296,0.2305,boost_common_term:trust,"{""title_sim"": 0.4444444444444444, ""desc_sim"": 0.1436915534707039, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.020242914979757085}"
T1553.003,CWE-1326,0.2082,boost_common_term:trust,"{""title_sim"": 0.4, ""desc_sim"": 0.1190475739409767, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.012295081967213115}"
T1553.003,CWE-298,0.1742,boost_common_term:trust,"{""title_sim"": 0.31168831168831174, ""desc_sim"": 0.08871481031569481, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0205761316872428}"
T1483,CWE-329,0.2353,boost_common_term:algorithms,"{""title_sim"": 0.5263157894736842, ""desc_sim"": 0.07199008861235222, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.028985507246376812}"
T1483,CWE-1176,0.2008,boost_common_term:algorithms,"{""title_sim"": 0.4, ""desc_sim"": 0.07721159494187739, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03816793893129771}"
T1483,CWE-407,0.1850,,"{""title_sim"": 0.5806451612903225, ""desc_sim"": 0.016949306022270173, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02877697841726619}"
T1185,CWE-384,0.2719,boost_common_term:session,"{""title_sim"": 0.6086956521739131, ""desc_sim"": 0.10633620020346, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.037037037037037035}"
T1185,CWE-613,0.2373,boost_common_term:session,"{""title_sim"": 0.5357142857142857, ""desc_sim"": 0.07368449739242675, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.022222222222222223}"
T1185,CWE-618,0.2152,boost_common_term:browser,"{""title_sim"": 0.25925925925925924, ""desc_sim"": 0.2671139591286955, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0364963503649635}"
T1021,CWE-1088,0.2558,boost_common_term:remote,"{""title_sim"": 0.5714285714285715, ""desc_sim"": 0.10127712992910987, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02}"
T1021,CWE-98,0.1851,,"{""title_sim"": 0.5714285714285715, ""desc_sim"": 0.04568964061630925, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1021,CWE-114,0.1590,,"{""title_sim"": 0.4666666666666666, ""desc_sim"": 0.05020200635864191, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01948051948051948}"
T1071.003,CWE-301,0.1835,boost_common_term:protocols,"{""title_sim"": 0.36065573770491804, ""desc_sim"": 0.06857229319409747, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.023529411764705882}"
T1071.003,CWE-114,0.1647,,"{""title_sim"": 0.48275862068965514, ""desc_sim"": 0.04232754630137382, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03571428571428571}"
T1071.003,CWE-693,0.1471,,"{""title_sim"": 0.4761904761904762, ""desc_sim"": 0.006348883250665176, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.011494252873563218}"
T1556.007,CWE-1390,0.1853,boost_common_term:identity,"{""title_sim"": 0.2941176470588235, ""desc_sim"": 0.13285863366768064, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03614457831325301}"
T1556.007,CWE-287,0.1607,boost_common_term:identity,"{""title_sim"": 0.26315789473684204, ""desc_sim"": 0.0936950735997187, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.018072289156626505}"
T1556.007,CWE-556,0.1546,penalize_generic_cwe;boost_subtech_title_match,"{""title_sim"": 0.6956521739130435, ""desc_sim"": 0.040586635933762695, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.018633540372670808}"
T1595.002,CWE-676,0.1884,boost_common_term:vulnerability,"{""title_sim"": 0.33898305084745756, ""desc_sim"": 0.0792825620715576, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.06451612903225806}"
T1595.002,CWE-268,0.1525,,"{""title_sim"": 0.45, ""desc_sim"": 0.03840071229760526, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0297029702970297}"
T1595.002,CWE-1255,0.1457,,"{""title_sim"": 0.4146341463414634, ""desc_sim"": 0.043823629135719716, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04081632653061224}"
T1059.009,CWE-589,0.2181,boost_common_term:api,"{""title_sim"": 0.5, ""desc_sim"": 0.038791024675651195, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03225806451612903}"
T1059.009,CWE-648,0.1610,boost_common_term:api,"{""title_sim"": 0.2926829268292683, ""desc_sim"": 0.061223544718254225, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.024390243902439025}"
T1059.009,CWE-475,0.1565,,"{""title_sim"": 0.5, ""desc_sim"": 0.02175212552096894, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1596,CWE-427,0.2213,boost_common_term:search,"{""title_sim"": 0.4761904761904762, ""desc_sim"": 0.06696771907434021, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.041666666666666664}"
T1596,CWE-426,0.2161,boost_common_term:search,"{""title_sim"": 0.4615384615384615, ""desc_sim"": 0.0633992024856712, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.043010752688172046}"
T1596,CWE-1059,0.2154,boost_common_term:technical,"{""title_sim"": 0.4776119402985075, ""desc_sim"": 0.055553434307455164, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02702702702702703}"
T1218.015,CWE-926,0.2137,boost_common_term:applications,"{""title_sim"": 0.4857142857142857, ""desc_sim"": 0.04642996475684781, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.020202020202020204}"
T1218.015,CWE-1278,0.1801,boost_common_term:electron,"{""title_sim"": 0.20799999999999996, ""desc_sim"": 0.19802237212609658, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.041237113402061855}"
T1218.015,CWE-531,0.1752,boost_common_term:applications,"{""title_sim"": 0.35294117647058826, ""desc_sim"": 0.039736420616917845, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.037037037037037035}"
T1562.012,CWE-15,0.2255,boost_common_term:system,"{""title_sim"": 0.5057471264367817, ""desc_sim"": 0.06272174307647704, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.024793388429752067}"
T1562.012,CWE-455,0.2004,boost_common_term:modify,"{""title_sim"": 0.4057971014492754, ""desc_sim"": 0.06278454131930836, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04895104895104895}"
T1562.012,CWE-341,0.2003,boost_common_term:system,"{""title_sim"": 0.4057971014492754, ""desc_sim"": 0.06327018580256642, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.048}"
T1207,CWE-830,0.1742,boost_common_term:domain,"{""title_sim"": 0.3076923076923077, ""desc_sim"": 0.07888885131687756, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04132231404958678}"
T1207,CWE-413,0.1726,,"{""title_sim"": 0.5416666666666666, ""desc_sim"": 0.022190314286602477, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.017094017094017096}"
T1207,CWE-1315,0.1698,boost_common_term:controller,"{""title_sim"": 0.3370786516853933, ""desc_sim"": 0.050960434443765926, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.017094017094017096}"
T1553.006,CWE-561,0.2798,boost_common_term:code;boost_subtech_title_match,"{""title_sim"": 0.6153846153846154, ""desc_sim"": 0.042563081735075795, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.012048192771084338}"
T1553.006,CWE-1037,0.2747,boost_subtech_title_match,"{""title_sim"": 0.6938775510204082, ""desc_sim"": 0.0942368134514783, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04142011834319527}"
T1553.006,CWE-733,0.2698,boost_subtech_title_match,"{""title_sim"": 0.6938775510204082, ""desc_sim"": 0.08173603216219248, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03550295857988166}"
T1610,CWE-216,0.1856,boost_common_term:container,"{""title_sim"": 0.3692307692307692, ""desc_sim"": 0.07772336541552825, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.007751937984496124}"
T1610,CWE-114,0.1676,,"{""title_sim"": 0.4516129032258065, ""desc_sim"": 0.06994068635236614, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05555555555555555}"
T1610,CWE-245,0.1612,boost_common_term:container,"{""title_sim"": 0.2941176470588235, ""desc_sim"": 0.057794758275705904, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.028037383177570093}"
T1107,CWE-463,0.3215,boost_common_term:deletion,"{""title_sim"": 0.7619047619047619, ""desc_sim"": 0.12592392866176993, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02564102564102564}"
T1107,CWE-541,0.2229,boost_common_term:file,"{""title_sim"": 0.4705882352941177, ""desc_sim"": 0.08097294697137429, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.037037037037037035}"
T1107,CWE-378,0.2201,boost_common_term:file,"{""title_sim"": 0.4705882352941177, ""desc_sim"": 0.06462545448798557, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.047619047619047616}"
T1145,CWE-767,0.3099,boost_common_term:private,"{""title_sim"": 0.736842105263158, ""desc_sim"": 0.10832984012389602, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.031914893617021274}"
T1145,CWE-496,0.3037,boost_common_term:private,"{""title_sim"": 0.736842105263158, ""desc_sim"": 0.09468883552067993, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.021052631578947368}"
T1145,CWE-495,0.3011,boost_common_term:private,"{""title_sim"": 0.736842105263158, ""desc_sim"": 0.08068704757586828, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02912621359223301}"
T1112,CWE-314,0.2633,,"{""title_sim"": 0.6956521739130435, ""desc_sim"": 0.17786445690367744, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.006060606060606061}"
T1112,CWE-368,0.1691,boost_common_term:modify,"{""title_sim"": 0.3404255319148936, ""desc_sim"": 0.04540062039114451, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.016574585635359115}"
T1112,CWE-393,0.1619,boost_common_term:modify,"{""title_sim"": 0.33333333333333326, ""desc_sim"": 0.03597280728475063, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0055248618784530384}"
T1543.004,CWE-188,0.1663,,"{""title_sim"": 0.5116279069767442, ""desc_sim"": 0.03836369000101456, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.006711409395973154}"
T1543.004,CWE-248,0.1433,,"{""title_sim"": 0.4516129032258065, ""desc_sim"": 0.026205237230664973, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1543.004,CWE-617,0.1390,,"{""title_sim"": 0.4375, ""desc_sim"": 0.025855306851639143, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1580,CWE-1327,0.1986,boost_common_term:cloud,"{""title_sim"": 0.3880597014925373, ""desc_sim"": 0.08827179716870591, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.028735632183908046}"
T1580,CWE-1116,0.1609,,"{""title_sim"": 0.4489795918367347, ""desc_sim"": 0.07202397835794574, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.022988505747126436}"
T1580,CWE-441,0.1586,,"{""title_sim"": 0.3902439024390244, ""desc_sim"": 0.12104765611865156, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02617801047120419}"
T1555.003,CWE-1391,0.3514,boost_common_term:credentials;boost_subtech_title_match,"{""title_sim"": 0.7307692307692308, ""desc_sim"": 0.1429918990537373, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.046357615894039736}"
T1555.003,CWE-1392,0.3179,boost_common_term:credentials;boost_subtech_title_match,"{""title_sim"": 0.6181818181818182, ""desc_sim"": 0.1523884030890108, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.033783783783783786}"
T1555.003,CWE-798,0.3146,boost_common_term:credentials;boost_subtech_title_match,"{""title_sim"": 0.6551724137931035, ""desc_sim"": 0.10863332676577159, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0273972602739726}"
T1574.008,CWE-426,0.3371,"boost_common_term:path,search;boost_subtech_title_match","{""title_sim"": 0.6875, ""desc_sim"": 0.1328869070072726, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05511811023622047}"
